,31.12.24,01.12.24,01.11.24,02.10.24,02.09.24,03.08.24,04.07.24,04.06.24,05.05.24,05.04.24,06.03.24,05.02.24,06.01.24,07.12.23,07.11.23,08.10.23,08.09.23,09.08.23,10.07.23,10.06.23,11.05.23,11.04.23,12.03.23,10.02.23,11.01.23,12.12.22,12.11.22,13.10.22,13.09.22,14.08.22,15.07.22,15.06.22,16.05.22,16.04.22,17.03.22,15.02.22,16.01.22,17.12.21,17.11.21,18.10.21,18.09.21,19.08.21,20.07.21,20.06.21,21.05.21,21.04.21,22.03.21,20.02.21,21.01.21,22.12.20,22.11.20,23.10.20,23.09.20,24.08.20,25.07.20,25.06.20,26.05.20,26.04.20,27.03.20,26.02.20,27.01.20,28.12.19,28.11.19,29.10.19,29.09.19,30.08.19,31.07.19,01.07.19,01.06.19,02.05.19,02.04.19,03.03.19,01.02.19,02.01.19,03.12.18,03.11.18,04.10.18,04.09.18,05.08.18,06.07.18,06.06.18,07.05.18,07.04.18,08.03.18,06.02.18,07.01.18,08.12.17,08.11.17,09.10.17,09.09.17,10.08.17,11.07.17,11.06.17,12.05.17,12.04.17,13.03.17,11.02.17,12.01.17,13.12.16,13.11.16,14.10.16,14.09.16,15.08.16,16.07.16,16.06.16,17.05.16,17.04.16,18.03.16,17.02.16,18.01.16,19.12.15,19.11.15,20.10.15,20.09.15,21.08.15,22.07.15,22.06.15,23.05.15,23.04.15,24.03.15,22.02.15,23.01.15,24.12.14,24.11.14,25.10.14,25.09.14,26.08.14,27.07.14,27.06.14,28.05.14,28.04.14,29.03.14,27.02.14,28.01.14,29.12.13,29.11.13,30.10.13,30.09.13,31.08.13,01.08.13,02.07.13,02.06.13,03.05.13,03.04.13,04.03.13,02.02.13,03.01.13,04.12.12,04.11.12,05.10.12,05.09.12,06.08.12,07.07.12,07.06.12,08.05.12,08.04.12,09.03.12,08.02.12,09.01.12,10.12.11,10.11.11,11.10.11,11.09.11,12.08.11,13.07.11,13.06.11,14.05.11,14.04.11,15.03.11,13.02.11,14.01.11,15.12.10,15.11.10,16.10.10,16.09.10,17.08.10,18.07.10,18.06.10,19.05.10,19.04.10,20.03.10,18.02.10,19.01.10
IQT46194370,44.521,42.6666,37.5957,37.5945,36.4526,40.4888,35.3699,35.2768,34.1485,42.329,37.305,40.6972,45.7767,46.2846,48.7801,51.4651,45.672,48.6539,51.8085,51.4289,50.5484,48.3612,54.3675,55.0945,48.8787,56.4008,42.5997,55.5107,53.086,39.5547,50.9721,58.9759,58.5275,45.7022,42.1164,44.386,38.0313,36.3725,38.1719,40.8143,32.4636,35.9936,35.6515,34.8709,38.6071,35.1577,42.1123,38.7292,37.7051,45.0345,36.6355,30.8333,31.3686,20.9167,24.523,31.4953,30.3831,32.8139,50.2856,43.9045,37.9912,36.637,37.767,36.87,48.0999,37.8422,38.7881,39.649,60.0836,57.0745,52.2557,49.3635,56.1263,70.2209,52.9095,42.6756,39.6339,40.3703,35.9827,44.4018,44.8578,46.212,49.748,37.4963,36.4237,24.9075,30.5343,34.5,35.8086,36.2137,33.1617,34.1828,37.9476,39.6235,42.5328,41.7692,47.6465,53.9388,54.8712,54.7938,52.1995,49.8242,49.4428,56.3333,62.4587,58.6098,59.89,60.1872,49.0728,46.6743,43.7356,51.8856,62.1403,59.6258,52.0619,44.339,40.4779,38.8155,34.3324,33.3023,30.6525,32.4099,30.0101,35.196,43.683,40.8543,37.8352,42.7227,37.3233,41.3235,42.0076,41.3738,40.6691,40.3601,38.5372,42.9136,42.0346,53.0475,67.322,63.5431,54.4015,36.5634,35.3683,41.3697,41.8713,37.8513,38.656,46.7661,50.2571,54.1996,59.7916,61.4522,79.2475,78.0378,56.8131,60.5195,65.2285,68.1064,77.7343,79.5722,85.542,43.316,54.7799,54.8956,45.1932,45.9211,44.2474,45.8363,45.8072,44.0639,47.8643,44.4922,47.0736,54.2002,42.429,44.9428,47.5203,53.1129,57.9086,54.9304,54.156,48.2694,42.2467
IQT313310770,37.3793,37.1824,36.4238,36.5029,35.6098,42.1737,35.3777,35.0034,37.0177,39.3006,38.0732,41.2344,45.9094,61.7125,56.4009,59.4882,56.8026,57.2479,56.0833,56.5369,55.6516,62.0712,61.9259,62.0854,62.0416,62.0678,62.046,62.1028,62.1272,62.0417,62.0155,61.9573,61.9872,61.9472,61.8916,61.894,61.9259,61.9024,61.8652,61.8986,58.7753,62.255,62.4741,60.3588,61.1792,60.6225,69.3551,65.5522,64.7529,68.152,68.6685,74.5145,76.0323,64.9541,67.1484,72.0037,73.7261,78.5823,85.8074,60.4373,56.4292,53.7686,57.6528,59.9133,63.3848,62.0095,62.4108,61.4497,71.9003,65.5061,66.934,64.8135,69.0442,80.2134,67.8192,68.7293,65.5253,64.3474,63.3921,66.1365,64.6381,63.7594,65.5641,71.1101,68.7255,63.4558,68.0755,70.1413,69.6555,68.4275,69.4519,69.2823,68.6932,69.9471,73.0463,69.8377,69.6779,70.8047,71.599,76.1387,61.6589,61.9615,59.2826,59.438,64.223,63.9845,63.1323,63.8165,76.1003,73.2579,67.6775,63.176,61.7079,62.5532,64.1129,58.6667,57.3521,58.5474,58.5443,58.5298,59.2925,59.3143,59.3132,59.185,59.1987,59.1883,59.0684,59.043,59.0516,58.9308,58.9359,58.9478,58.8102,58.8187,58.8134,58.6617,58.6774,58.6704,58.5129,58.5096,58.5135,58.2803,58.206,58.1568,58.0794,51.0342,71.2837,50.5251,62.0895,52.5375,64.694,65.2101,68.3117,70.5005,48.765,64.6243,60.6081,71.2451,53.6255,53.9851,56.3943,41.4552,38.9622,38.4615,38.4608,48.6944,33.4538,33.9546,31.9479,31.9479,31.9479,31.9479,102.5485,102.5485,102.5485,102.5485,102.5485,50.9041,50.3605,50.8114,51.0402,61.5525,54.7259
IQT46194584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQT237925204,12.8425,12.7629,12.6896,12.3919,13.1323,12.4971,13.2149,12.7014,12.7062,12.7409,12.6013,13.1056,14.3802,14.3488,13.8977,14.8252,14.0783,15.1413,23.7902,25.6096,26.6455,26.9939,26.5792,26.5819,27.8676,28.8044,28.3584,26.6801,28.604,27.9923,28.2287,27.1293,24.3944,26.454,24.7585,20.0719,17.474,24.0918,23.5407,23.7542,24.526,25.2996,25.8086,25.4443,25.7872,30.296,30.4921,30.2919,29.4979,30.9848,26.8864,32.3975,29.7214,29.8997,29.7853,29.307,28.9208,29.94,31.8765,21.7057,19.7407,22.5106,23.4427,19.2029,20.3626,20.3758,19.1655,19.4069,22.245,20.973,19.6634,19.7097,22.3691,22.3357,20.5533,20.5533,17.3867,15.5555,14.8333,18.3688,17.3352,16.5018,21.3355,17.7,19.3055,20.5,21.725,23.5,30.563,29.3366,31.8366,31.8365,31.8667,31.1697,32.8773,32.2663,31.2554,28.587,28.7237,28.7991,25.396,26.2569,26.087,35.0136,27.4967,28.2784,32.9494,30.6495,24.9811,24.7974,24.4102,23.3354,24.1801,23.9002,27.4582,20.1753,20.0624,19.8096,19.7943,19.7686,19.7956,21.5443,23.8884,24.8098,26.5489,24.2295,30.2852,28.1977,34.2391,33.2481,33.2556,33.2746,32.7848,32.8115,32.7853,30.6263,30.6768,30.6551,28.4003,28.401,28.3239,24.937,24.8605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQT263213046,39.752,31.0974,35.5856,32.2716,32.0682,37.5589,30.9442,30.0116,30.4717,31.8828,30.5752,34.0127,37.839,49.8893,45.8435,47.4251,45.5729,48.4468,48.1628,48.2044,50.7149,53.9059,57.1675,56.0996,49.8385,53.189,54.7501,68.3176,33,33,33,33.5023,33.446,33.4135,33.379,32.9746,33.0035,33.0191,33.0272,33.0407,33.025,33.0312,33.0463,33.034,33.0264,33.0236,33.6911,33.6486,33.6455,40.4844,40.3839,40.3782,76.647,77.0907,77.136,53.5222,77.1969,77.2071,76.6953,41.8237,37.6057,37.5811,44.2468,45.8511,48.5516,49.4396,47.8124,49.209,62.8515,50.811,52.092,60.626,68.7084,77.744,71.9841,63.506,51.2961,64.592,64.4285,65.4884,50.962,49.8151,46.2827,48.8745,46.4794,43.8522,39.6208,47.4945,43.2503,79.0213,78.5004,76.9529,72.8557,77.9001,70.1524,67.8132,68.0022,71.7449,87.2032,91.7976,84.3726,87.5689,80.099,79.57,76.6652,75.3786,72.7342,71.0383,70.7017,70.3054,70.5012,69.6641,67.6735,59.0904,56.4283,62.9753,59.0728,62.6063,58.0929,59.4759,60.6446,65.1014,93.3436,94.1055,93.3788,93.6765,94.6043,95.5601,96.1762,96.2998,95.934,95.9357,96.6967,96.6236,96.0199,96.0201,96.5271,96.5613,95.2908,95.7561,93.8017,84.5632,93.0243,93.5363,95.0764,95.0755,95.5452,95.8738,95.8979,95.3784,92.7907,90.6245,87.3619,89.4189,86.3049,86.2017,85.225,84.151,82.7644,87.2788,83.6933,85.8884,70.4546,65.4811,64.1359,63.1575,49.6044,48.8954,48.1858,45.8614,44.8152,41.5657,45.2802,44.3825,53.3892,53.9489,52.5289,43.8077,43.8433,43.2781,46.3891,50.606,50.2705
IQT46193488,46.0348,46.0347,46.1324,46.0319,46.6849,45.926,45.9168,45.9968,46.0804,45.9918,44.9816,44.9551,44.9813,44.994,45,45.0805,45.5005,45.8295,45.83,44.4806,49.8461,49.8928,57.3,58.1982,50.4739,49.7205,54.5059,67.3078,59.4721,50.7581,49.2478,49.2357,47.7492,46.1381,47.6516,69.7486,70.2013,70.2567,70.5025,70.3495,70.6679,70.63,70.6287,70.7938,70.8328,70.7861,70.7559,70.729,70.8334,70.856,70.733,70.7534,70.9864,70.8217,70.8545,70.8394,70.6897,70.9072,70.7513,70.0475,70.8604,70.8494,71.2755,71.6882,71.29,71.0053,70.8827,70.864,71.057,70.7778,70.7756,70.7347,70.0831,71.0403,70.7557,72.1269,72.3934,73.9881,75.2559,76.8463,76.4267,76.1825,74.6929,71.0884,70.7364,70.6753,72.1797,72.421,72.3507,72.6515,73.4511,73.7048,74.3032,74.8269,75.3193,74.586,75.2837,78.4214,77.5687,77.0358,78.4904,76.865,74.9369,76.9403,75.5705,76.2443,78.9335,85.5076,89.3637,79.4923,80.1741,78.0591,67.4989,50.1387,40.6899,39.972,40.5142,39.3467,40.0855,39.5705,39.414,41.0718,41.4509,41.4623,43.2807,41.6967,40.7441,38.9344,41.1161,40.9973,41.2537,43.3719,40.9169,44.6659,46.6463,60.1843,60.5165,68.5478,72.4025,72.207,75.9536,71.0962,73.0153,76.91,79.355,85.8068,86.815,89.8127,91.8571,87.8473,100.6488,106.1224,83.2297,86.0148,82.5432,77.0455,79.4137,80.2575,72.196,74.7395,69.1281,69.404,65.2681,63.7943,61.0314,63.9044,64.1932,68.2236,67.3545,71.2591,67.3305,57.2419,58.7408,59.2486,60.7636,60.59,59.5186,58.2304,59.5695,49.6863,47.0037,48.9436,44.2735
IQT46194757,65.4464,68.3104,74.9647,72.7842,68.847,83.4168,73.1351,64.8072,72.9897,79.0832,72.177,92.8601,87.9322,92.0724,105.5997,102.5084,92.6787,102.8246,88.4279,91.0628,123.4765,106.8203,108.2042,82.7562,93.0249,102.09,105.8797,136.024,117.2153,89.8909,102.7648,104.8575,109.533,89.2358,81.2162,80.3922,59.7335,63.7653,61.39,58.3396,47.4912,53.4791,58.2833,52.7954,55.9425,50.8848,59.5236,49.1147,42.2209,46.6385,41.6793,44.3423,48.0964,39.6017,44.9164,52.1005,45.7751,43.9879,73.5,79.8972,65.3804,58.3851,69.1467,73.1497,82.6742,75.5054,76.7505,76.9414,96.6282,75.1236,79.4865,71.4895,89.2588,110.7052,92.6804,94.8711,74.7755,65.8347,64.8211,78.9723,77.8958,74.0342,74.4863,44.7026,49.3807,45.7641,51.0166,54.0846,51.5768,51.4728,55.2906,58.8515,64.3214,66.6339,70.5234,64.3165,64.4107,64.8711,68.6672,74.8276,77.3787,66.837,64.4439,61.5,73.2574,86.201,71.3375,56.9715,83.0638,88.1353,61.7742,68.7682,61.0854,68.3655,75.8639,78.8883,78.0165,72.2396,71.057,65.7815,64.5908,77.9983,69.3756,72.6456,94.9424,91.8155,78.5054,86.2685,86.1834,88.1802,83.4879,87.5761,87.3693,100.6436,93.6523,98.4447,112.4707,109.4192,114.0178,118.2978,142.6359,135.9724,136.038,141.8657,136.3052,148.0775,129.3493,155.0856,213.5909,152.9441,160.1351,188.351,166.5379,174.367,131.0642,116.5369,117.3129,114.8701,155.1522,171.0561,196.5255,209.7514,229.3,180.0635,129.425,124.9308,115.5864,129.7998,110.7314,117.4796,138.2645,134.9726,145.9281,175.6223,155.5692,148.269,133.8948,122.7178,149.1983,130.7933,111.7658,102.0778,84.8408
IQT1822336902,82.5966,70.8821,73.3829,75.6556,75.5781,96.4309,61.1793,56.9464,67.9113,73.5774,69.7352,76.0002,91.8083,102.3471,120.7572,155.2349,120.7487,115.228,128.6912,116.2381,132.2267,113.3864,114.6864,105.3923,222.2085,264.9029,262.6482,298.0411,105.4975,113.4526,130.6299,104.3008,101.6467,86.7448,92.8868,210.2799,85.4964,174.3033,175.5635,182.1152,152.0926,167.9356,173.5655,153.7154,165.153,138.4549,164.118,130.1204,119.8078,114.8897,111.0496,136.106,141.4433,147.9154,173.0098,189.7806,99.7404,118.1265,116.2522,130.7549,124.2848,125.4718,143.9156,137.4192,142.2779,163.2532,157.4919,151.636,189.3781,165.4691,177.4784,178.3172,213.7871,210.0579,182.3333,168.4874,153.9863,159.2758,151.4784,166.1448,144.9278,145.801,146.3737,135.7623,126.3325,126.3325,135.4431,132.3502,139.5258,153.5266,182.4156,183.0709,185.0462,181.6507,171.1989,160.7759,158.9489,153.2782,153.5659,170.5524,143.7421,191.5204,218.6124,184.8465,181.4934,186.3543,180.9249,203.0632,175.5161,1267.1285,1267.1285,1267.1285,185.587,123.7544,168.0865,168.0865,168.0865,168.0865,168.0865,168.0865,168.0865,191.1991,175.1477,155.7924,160.3595,172.5374,152.6791,158.9746,153.0466,146.4022,151.2278,190.3559,175.126,192.2262,227.9193,211.66,218.3024,235.2504,213.0089,206.6136,221.7752,182.7382,175.2581,181.5095,207.9003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQT263206629,37.0476,37.0386,38.7435,33.4716,34.6074,40.6488,32.917,31.9575,23.7326,23.254,23.9992,24.1451,19.2745,22.0213,29.2903,29.3242,22.099,21.1646,18.7274,25.7672,33.5525,20.2782,20.1083,20.3465,20.2263,20.3075,20.1312,20.3388,20.6011,20.6358,20.4167,20.5437,20.4979,20.5844,20.0065,19.6035,19.5979,19.5399,19.5699,19.8668,34.0712,35.0054,34.9513,35.0729,35.045,35.0391,35.0077,35.0599,35.0039,35.0268,34.9966,34.9859,34.976,34.9922,34.9859,34.9804,34.9752,34.9508,35.9525,35.9306,35.924,35.9546,35.9515,35.9707,35.9678,35.9754,36.0037,36.0104,35.8918,35.9462,35.869,35.3022,34.9839,34.9525,34.9377,35.3934,35.3994,35.0435,35.02,35.0326,35.1048,34.4938,34.4902,34.2941,33.5362,32.992,32.0228,34.4652,42.3893,45.5185,44.4445,44.204,40.5017,40.2306,40.302,45.2744,44.4668,39.5592,36.1685,31.4799,30.7397,65.698,67.6894,49.456,44.7403,40.3824,39.6221,39.6781,39.6666,39.6569,39.6456,38.3946,37.3991,37.327,34.3933,33.3985,23.3064,22.423,20.4699,18.9827,13.5271,13.5495,14.216,16.0089,25.0469,25.511,29.6699,29.7564,29.7335,32.3498,29.6798,35.4872,32.8884,35.6275,30.1831,31.6836,28.7542,29.3144,29.3749,29.3693,30.3144,29.5271,30.025,37.0258,35.5277,36.5784,36.9012,38.7427,39.4251,36.9028,41.1145,40.9938,40.4211,41.8333,41.4954,42.1109,40.4864,41.1611,48.5137,50.4527,47.6078,42.7603,44.0167,40.0014,41.9955,39.518,40.5637,41.8843,41.0573,41.0478,42.2149,49.9792,52.4924,63.5617,68.4652,64.4202,67.7116,68.2973,63.2936,62.99,60.6778,60.6096,60.3912
IQT244437094,52.2164,52.6307,55.056,55.0544,53.7737,60.4727,54.8571,56.4381,53.8303,56.2233,53.4864,53.378,55.2412,62.1857,70.4752,69.3342,67.3762,74.7504,72.6011,73.8201,77.4757,78.9901,78.6585,74.2784,71.9001,89.0754,92.3331,104.8764,82.1487,83.8291,100.4643,83.337,75.9106,62.3642,61.9031,57.5318,49.6958,50.9216,44.4988,44.4884,44.0019,44.5877,44.3213,45.602,50.7041,52.0317,51.9052,42.5925,43.1381,42.4443,41.8116,38.0867,40.8915,39.874,43.5685,54.3648,59.3202,66.1,75.9038,55.2005,59.0314,57.4905,64.8906,68.4015,72.7373,74.3946,182.8114,182.75,182.75,182.75,182.75,182.75,182.7191,182.9148,183.1191,189.0278,183.2062,75.4018,183.2169,183.2175,183.2192,184.9973,184.9072,181.7185,181.7195,181.7197,181.72,180.222,177.9159,182.2175,182.2177,181.2195,177.5823,178.25,178.3008,181.2165,173.1157,164.2353,164.235,154.6767,160.5022,140.4453,144.8204,140.141,145.0692,145.0213,145.5859,139.7188,160.0549,159.9783,141.7583,152.5786,153.0979,153.5712,153.6357,182.4326,182.5691,171.1126,171.1335,170.7515,175.4874,175.3333,172.6325,175.248,175.4601,173.7755,172.3002,172.328,168.6693,167.345,172.3437,171.2796,171.0083,170.8564,179.8748,192.176,191.7528,192.8355,193.8216,196.1139,197.1349,96.1702,221.4337,221.5471,221.1777,221.1376,209.6388,221.3075,220.9441,227.2007,223.5552,221.4188,227.2993,220.0426,221.4003,221.5186,221.3206,216.8746,187.6954,192.2651,181.8763,161.3665,142.5707,115.0827,97.2023,96.9647,96.9639,97.038,96.2972,93.747,92.9692,90.81,89.7911,95.5728,98.8163,101.0109,101.0791,99.1407,97.025,90.4799,92.1871,94.5355,89.9751
IQT46195184,69.9235,68.878,70.7152,76.2515,69.5534,84.826,76.0799,66.5151,81.4944,90.27,85.5007,107.3153,99.412,102.5742,116.4149,124.0371,114.4401,131.6112,119.9058,127.9091,146.2911,136.5942,154.0353,115.1028,114.8003,121.8303,125.9747,148.5757,121.7598,93.5503,107.7044,115.3894,132.7561,98.9535,89.279,93.5086,79.102,82.6814,81.3214,86.5942,67.6802,74.307,82.599,77.8719,77.5587,67.1156,86.8108,71.0375,66.3541,77.0119,82.3666,86.0749,83.1758,60.8258,55.8277,61.7679,48.911,44.4806,73.7728,90.8751,76.1978,77.5355,92.0602,96.7421,87.5856,78.8207,75.8517,77.2354,97.978,83.0827,89.9791,80.9527,97.3787,117.4535,96.1296,100.151,84.6003,76.9147,80.0662,98.2475,98.309,93.0796,86.903,72.8018,79.3642,73.5534,74.5685,74.0728,74.9059,74.7913,82.7578,88.0741,95.8276,99.9355,84.8379,80.4589,81.2006,85.7591,91.3849,96.2631,97.2,86.2207,84.8514,70,74.0025,86.1808,70.036,56.7174,81.6662,82.2783,56.8905,66.2613,69.3651,73.268,80.2116,84.7514,85.0085,78.7935,78.9336,73.5286,73.4818,85.37,78.1044,82.47,105.7246,98.7863,88.2473,95.7191,95.9455,97.222,94.7434,97.8657,97.0179,111.0459,103.6418,106.5873,121.151,120.1628,125.8232,128.9141,157.199,148.338,152.9249,167.9996,153.8645,188.7877,169.2256,218.8093,264.6351,193.3288,188.2742,214.4572,196.9445,212.1641,183.5842,165.2992,161.7838,153.6166,225.9849,235.7416,253.6677,288.7562,251.6095,193.778,146.7276,151.7522,140.4372,157.433,136.9239,133.1843,149.1339,143.3426,151.6618,175.7554,159.8105,151.8023,153.8373,137.7638,157.8317,152.0722,146.8761,138.6615,103.4624
IQT46195783,47.8272,50.5907,54.9913,57.225,51.4612,64.6318,66.0309,64.5065,66.4337,63.0008,61.8013,67.3714,86.8467,83.4481,93.0785,104.5413,93.2259,95.2165,99.8041,104.6156,108.3138,110.1898,117.8571,114.1515,98.5697,113.7926,128.3541,143.566,118.6211,116.2644,122.735,118.6303,113.2029,96.5212,99.5321,80.5674,69.4175,70.8607,70.6371,73.4386,68.0374,70.134,73.1487,70.8172,78.1113,76.896,80.33,70.677,69.5281,69.0273,67.5302,64.6345,73.6352,66.1993,69.1815,78.1459,89.436,108.0107,90.9849,58.9922,57.1434,63.3957,71.7212,83.2644,83.0481,62.48,67.7845,73.5085,91.4059,81.1546,88.6767,81.7432,102.2787,139.3049,121.1718,77.6885,76.1595,67.1309,72.2171,86.6964,84.8587,78.9507,70.1217,55.2809,55.0628,55.358,54.1282,51.6763,59.4394,53.7771,66.9361,52.3042,52.8538,55.1481,63.7094,58.1729,63.5376,60.216,65.3065,64.5776,58.1516,50.4203,48.5336,58.5018,62.2896,56.7744,55.1483,47.8505,56.8736,59.0346,54.5251,41.4996,41.6514,42.0659,46.3204,41.9242,44.1622,38.8722,39.5204,33.9205,35.9019,36.469,40.0369,42.5346,46.6337,47.1738,41.966,45.6455,50.0436,51.1716,40.8357,44.7199,40.9076,42.1346,38.7997,40.6782,45.4821,51.3539,52.0217,51.0391,55.7782,45.8188,44.4427,52.9989,54.9985,52.4763,48.3427,50.4397,50.0015,49.3335,42.1063,45.2156,49.5445,53.4801,47.5882,46.1491,47.8288,52.2455,70.4336,71.9746,76.9396,76.9255,70.4664,66.325,54.9326,54.0012,52.841,54.2685,56.3581,53.8406,55.4789,55.837,56.5853,59.6615,57.7844,62.0129,61.3676,63.9038,63.0111,55.7463,55.7364,63.5011,54.6821
IQT46196426,38.0143,38.0179,37.9827,37.9574,37.9952,38.0926,38.1187,39.0199,39.0328,38.9626,38.9949,38.9683,38.9881,39.2062,39.9492,39.5384,39.0052,38.9965,38.9978,39.4989,39.4759,39.5143,40.945,41.0774,41,41,40.9827,40.707,41.0393,40.9096,39.5021,38.8633,37.8879,36.8167,37.0461,36.8397,36.8406,36.8177,36.8294,36.8716,36.9651,38.7565,38,39.356,39.35,39.349,39.9268,39.3521,39.3301,39.3456,39.3344,39.3222,40.1572,41.2134,39.9987,40.3071,41.2229,121.9393,156.1576,68.8723,65.9304,60.0155,69.5603,74.4768,76.8611,88.0319,71.8605,74.7499,88.3912,73.2922,75.3212,77.2538,79.0978,101.2901,91.2868,78.8913,63.0148,59.9196,58.8206,61.6057,64.7949,63.4521,66.3723,57.5642,53.9976,52.6801,58.3751,52.0051,59.2183,57.8154,63.2202,71.1876,70.645,179.1592,179.1592,179.1592,179.1592,179.1592,179.1592,179.1592,179.1592,179.1592,179.1592,179.1592,179.1592,179.1592,179.1592,160.2145,216.3471,158.5296,133.1338,87.9048,94.53,82.5265,77.8891,60.9985,61.3995,65.432,65.8256,77.2318,67.3329,65.2188,68.4011,45.0744,45.0633,33.8688,27.9641,29.4651,29.6499,33.331,35.9909,41.9888,40.8705,39.0604,48.3607,46.5836,50.0154,43.9341,49.7858,66.9208,68.2774,52.8196,59.5524,66.3655,65.0815,62.2597,66.2712,67.5907,59.1991,61.5087,73.2291,75.6159,86.7303,90.3576,70.961,63.1691,69.112,66.4825,80.2279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQT46196533,78.9667,75.2002,80.3843,69.4023,55.3815,77.5881,66.1946,61.8098,66.7017,71.0321,78.0999,91.5113,113.8481,115.2016,130.8703,159.837,121.4848,124.9446,139.4986,121.8741,158.3119,166.5682,193.8031,183.662,196.7183,225.373,260.9716,319.3785,279.9471,235.8,261.814,262.0051,213.9584,161.3649,183.1977,161.2817,125.8116,128.2802,122.3294,112.1029,95.0681,104.696,106.4274,103.7247,112.0316,93.9519,108.6815,80.1864,83.8059,61.0991,63.0958,64.8333,89.75,88.3578,93.8877,98.1928,86.147,103.0779,146.1295,56.7812,40.157,32.3576,47.1097,31.1034,47.2726,48.5716,43.6254,41.3993,64.1604,61.5282,67.9218,56.1371,71.2488,103.2583,84.7971,83.0406,82.4654,83.459,80.7356,90.1255,60.9229,56.7798,63.1885,59.4745,51.5883,44.0713,48.2259,59.9968,54.1152,69.684,75,88.4749,84.0363,105.1773,111.5619,112.5173,118.6772,119.7281,123.7147,121.5911,130.4973,112.8716,101.6936,106.1409,112.7444,115.7161,118.1391,125.3486,124.6909,123.9062,122.5291,121.4967,119.4025,118.3824,117.8473,115.4093,114.9652,115.6306,114.4979,115.0553,122.6403,124.6644,123.2516,124.7095,139.9862,137.6378,136.4345,141.9662,143.92,172.1698,170,171.0421,183.5292,184.9571,189.5065,190.7768,189.219,192.0376,183.8598,188.0637,187.6722,183.4207,179.4123,179.4701,181.6138,178.5323,179.4359,174.7621,175.8371,177.3536,179.1615,181.9856,184.6864,187.5288,186.0436,187.8871,189.0547,180.8719,189.736,186.2443,189.5852,192.197,200.2887,186.7569,147.1461,158.813,162.0692,165.0789,168.5717,169.0463,162.6674,165.6899,157.0586,172.3508,171.5463,175.1367,173.0212,189.5769,173.7898,174.071,182.5277,181.2456,170.101
IQT46196745,324.5032,306.2245,333.3145,297.0367,3361.1405,3077.2468,2771.4891,2582.0638,2162.7072,1384.7503,667.0764,604.8647,597.5843,552.6665,452.9521,422.1379,390.6772,391.1881,391.5659,362.8881,307.0109,253.8204,209.1643,208.9623,208.8813,209.5806,210.8978,212.3902,209.6822,209.357,209.6199,209.5031,209.8266,210.2263,207.494,206.7742,207.9958,208.8078,208.5072,209.8985,207.9261,205.0762,204.4728,204.7126,204.8233,205.0153,205.8856,198.6896,198.4086,198.6606,197.9577,197.9215,200.9061,201.2398,201.1763,201.0002,201.0297,200.8996,86.397,79.214,79.3184,79.4165,79.5316,79.6593,80.0133,79.1665,79.2714,79.4179,3034.3827,2769.6467,2425.4969,1908.533,1699.8417,1215.8471,819.1649,560.4703,382.4074,286.2636,249.6374,218.4763,186.0517,155.7628,148.0379,142.7753,130.4394,118.1626,121.672,117.9212,118.0981,107.5462,106.9661,103.2533,98.1238,108.1299,106.6194,109.9232,107.473,97.9422,95.6512,90.7357,85.9597,68.538,75.1481,71.7165,58.1064,50.0991,46.8721,46.7661,43.366,34.6602,32.4654,33.5662,37.9593,37.0701,36.655,32.6345,34.2982,33.2546,31.1717,31.8016,30.0893,30.411,28.8581,35.066,42.5231,29.7812,26.2122,24.4171,26.0572,25.9236,28.6655,25.7037,25.2727,29.5537,29.3041,31.7416,25.4375,54.3571,46.0992,41.2738,67.7392,49.5809,115.1587,149.3385,91.3299,74.5196,79.8645,171.2697,180.2324,174.0359,170.5771,211.8646,289.55,301.0368,291.8643,322.5181,321.6219,314.0539,433.3921,448.1958,471.5649,487.9889,346.7633,270.2422,199.0875,194.2225,187.8331,191.5731,207.631,200.5892,210.425,221.5952,255.2139,317.1358,365.1844,396.6904,386.0947,354.13,352.7984,314.3899,320.7742,330.8356,224.1268
